ID,x,y,z,PCI
233,"-0.11875899999999999,0.009216,0.004303,0.045166000000000005,0.077377,0.010223000000000001,-0.022964,0.042480000000000004,0.0044859999999999995,0.029068,-0.063751,-0.013580000000000002,-0.131821,-0.172546,-0.045624,0.164001,0.266403,0.069733,-0.010971,0.09272799999999999,0.030532999999999998,-0.018875,-0.007996,0.012161,0.06066900000000001,0.051147000000000005,0.039307,0.038666000000000006,0.109207,0.07710299999999999,0.009537,0.022765999999999998,0.053390999999999994,0.067062,0.00853,0.140625,0.215775,0.237366,0.186798,0.320465","0.1026,0.11723299999999999,0.10383599999999998,0.110107,0.133331,0.11817899999999999,0.10809300000000001,0.087631,0.08223,0.103348,0.059647000000000006,0.13536099999999998,0.110214,-0.055954,-0.011719,0.025481999999999998,0.048874,0.040054,-0.005814,0.010193,0.023911,-0.044128,-0.013412,-0.075073,-0.031677,-0.041672,-0.058472,-0.056380999999999994,-0.04985,-0.039398,-0.08064299999999999,-0.057250999999999996,-0.06308,-0.08114600000000001,-0.148636,-0.027313,-0.116226,-0.102478,-0.12396199999999999,-0.16171300000000002","-1.021469,-0.9598540000000001,-0.980301,-0.9452510000000001,-1.110931,-1.121933,-0.978592,-0.895523,-0.901443,-1.045197,-1.0912629999999999,-1.132462,-1.066345,-0.868408,-0.922211,-0.9979399999999999,-1.0705719999999999,-1.047424,-0.8343510000000001,-1.0574649999999999,-0.991943,-1.014206,-1.01326,-1.028473,-1.004807,-0.9335629999999999,-0.9394680000000001,-0.9245450000000001,-0.9534299999999999,-1.037201,-1.069153,-1.000809,-0.9863280000000001,-0.9978030000000001,-0.883179,-1.227203,-1.015305,-0.956665,-0.9019780000000001,-0.981766",50
234,"0.24504099999999998,0.304062,0.33757,0.339828,0.350754,0.321701,0.30189499999999997,0.293427,0.307846,0.298737,0.2742,0.344986,0.288559,0.30455,0.302383,0.21783400000000003,0.222931,0.217331,0.196457,0.188156,0.214523,0.227325,0.213196,0.188248,0.211075,0.243103,0.197159,0.18193099999999998,0.274719,0.382065,0.364365,0.319275,0.37094099999999997,0.458755,0.47119099999999997,0.462265,0.370621,0.360535,0.38926700000000003,0.37764000000000003","-0.129654,-0.11174,-0.08258099999999999,-0.114594,-0.171539,-0.09729,-0.157501,-0.144012,-0.16503900000000002,-0.175262,-0.10861199999999999,-0.137436,-0.154694,-0.084152,0.006302,-0.035065,-0.035263,-0.014816,-0.0035399999999999997,-0.047409,-0.024094,-0.064697,-0.010864,-0.056488,-0.088745,-0.050232,-0.039658,-0.02504,-0.12658699999999998,-0.120178,-0.13711500000000001,-0.16841099999999998,-0.22937,-0.23645,-0.21910100000000002,-0.242325,-0.23448200000000002,-0.180893,-0.18212899999999999,-0.186356","-0.93042,-0.8638610000000001,-0.854309,-0.9054409999999999,-0.955017,-0.948441,-0.973175,-0.906433,-0.8773040000000001,-0.9883120000000001,-0.8950809999999999,-0.8452,-0.9944,-1.0269620000000002,-0.986008,-0.927155,-0.947205,-1.026199,-1.008682,-0.981476,-0.9780120000000001,-0.9466399999999999,-0.948807,-0.996124,-0.999527,-1.009933,-1.003555,-0.935989,-0.90094,-0.9229280000000001,-0.933853,-0.8890379999999999,-0.8708040000000001,-0.832413,-0.847458,-0.932434,-0.913574,-0.845459,-0.8845370000000001,-0.846268",60
235,"0.39456199999999997,0.365829,0.41507,0.37323,0.269623,0.20869400000000002,0.251816,0.231552,0.21324200000000001,0.299423,0.38101199999999996,0.42610200000000004,0.428741,0.399857,0.399429,0.39050300000000004,0.397491,0.356018,0.373154,0.325592,0.37735,0.411728,0.40007,0.337936,0.25945999999999997,0.25769000000000003,0.261536,0.224106,0.17697100000000002,0.229965,0.278656,0.264893,0.225494,0.23397800000000002,0.25967399999999996,0.230927,0.221725,0.24725300000000003,0.25177,0.234619","-0.19406099999999998,-0.202103,-0.137756,-0.126968,-0.190948,-0.026474,-0.024536000000000002,-0.051086,-0.19508399999999998,-0.221085,-0.13841199999999998,-0.262894,-0.289505,-0.176926,-0.16476400000000002,-0.168991,-0.192047,-0.148087,-0.126602,-0.183884,-0.174423,-0.168167,-0.16276600000000002,-0.13636800000000002,-0.13172899999999998,-0.115646,-0.117126,-0.135223,-0.126816,-0.119675,-0.165497,-0.134415,-0.181351,-0.12466400000000001,-0.127274,-0.128693,-0.114792,-0.101868,-0.112625,-0.108078","-0.888916,-0.924759,-0.906509,-0.911285,-0.9548030000000001,-0.9773709999999999,-0.960358,-0.984039,-1.001434,-0.9528049999999999,-0.912323,-0.87146,-0.8463129999999999,-0.8819889999999999,-0.884949,-0.918121,-0.911697,-0.9039149999999999,-0.9092100000000001,-0.9071959999999999,-0.890289,-0.8572850000000001,-0.866394,-0.91243,-0.952835,-1.025085,-0.989716,-0.986176,-1.003464,-0.964935,-0.920334,-0.950348,-0.989944,-0.992569,-0.990891,-0.957535,-0.935059,-0.9487,-0.9597629999999999,-0.972717",50
236,"0.254166,0.258713,0.22988899999999998,0.23123200000000002,0.25058,0.242966,0.202957,0.22723400000000002,0.26040599999999997,0.258774,0.258194,0.252686,0.251648,0.246536,0.24908400000000003,0.257431,0.253281,0.289093,0.36473099999999997,0.392838,0.46424899999999997,0.41114799999999996,0.33563200000000004,0.319153,0.28433200000000003,0.301819,0.244812,0.261612,0.28370700000000004,0.30499299999999996,0.326309,0.36439499999999997,0.437805,0.43055699999999997,0.41705299999999995,0.43425,0.397583,0.427383,0.406494,0.367294","-0.129715,-0.098587,-0.11711099999999999,-0.141083,-0.138748,-0.125076,-0.140762,-0.141525,-0.127884,-0.132935,-0.12905899999999998,-0.135925,-0.13009600000000002,-0.144485,-0.145966,-0.137955,-0.14283800000000002,-0.179489,-0.213867,-0.196625,-0.295151,-0.237656,-0.19860799999999998,-0.195221,-0.207825,-0.166443,-0.19656400000000002,-0.21325700000000003,-0.20018,-0.21722399999999997,-0.19561800000000001,-0.264877,-0.280075,-0.26568600000000003,-0.27636700000000003,-0.31143200000000004,-0.368317,-0.345413,-0.33725,-0.41151400000000005","-0.944672,-0.950241,-0.96019,-0.979126,-0.992935,-0.973251,-0.947601,-0.937897,-0.948975,-0.957275,-0.9623719999999999,-0.9506379999999999,-0.9540860000000001,-0.94632,-0.9478610000000001,-0.9519350000000001,-0.9664309999999999,-0.9763639999999999,-0.902069,-0.888367,-0.8420559999999999,-0.8474879999999999,-0.9015350000000001,-0.920486,-0.90065,-0.927765,-0.93248,-0.9291229999999999,-0.960205,-0.9316409999999999,-0.884491,-0.866196,-0.8709110000000001,-0.857086,-0.809692,-0.832672,-0.8615879999999999,-0.8924709999999999,-0.837189,-0.8489530000000001",60
237,"0.3741,0.425964,0.39353899999999997,0.34463499999999997,0.410812,0.408096,0.384369,0.3461,0.37298600000000004,0.361755,0.303238,0.34786999999999996,0.32311999999999996,0.395874,0.52449,0.406708,0.364487,0.321945,0.22560100000000002,0.275406,0.220612,0.186844,0.167297,0.175873,0.29856900000000003,0.22743200000000002,0.20439100000000002,0.070114,0.0168,0.063309,0.162949,0.105316,0.190979,0.157135,0.12294000000000001,0.189972,0.21255500000000002,0.12023900000000001,0.084717,0.154648","-0.40307600000000005,-0.307404,-0.28932199999999997,-0.253769,-0.240204,-0.242966,-0.272919,-0.287018,-0.292252,-0.322617,-0.24238600000000002,-0.188644,-0.24704,-0.247162,-0.265732,-0.22311399999999998,-0.278976,-0.274826,-0.326187,-0.341888,-0.305054,-0.315948,-0.306519,-0.285049,-0.169968,-0.176514,-0.222977,-0.141296,-0.150116,-0.175735,-0.12912,-0.183945,-0.195465,-0.09642,-0.12255899999999999,-0.14898699999999998,-0.124329,-0.164215,-0.21166999999999997,-0.114227","-0.919891,-0.9481809999999999,-0.887238,-0.815704,-0.8284299999999999,-0.8668370000000001,-0.906479,-0.8741909999999999,-0.9491729999999999,-0.97319,-0.8079069999999999,-0.8240049999999999,-0.771591,-0.796509,-1.04007,-0.9143680000000001,-0.9085540000000001,-0.860733,-0.718735,-0.906631,-0.875458,-0.891861,-0.8554379999999999,-1.0987850000000001,-1.135864,-0.914429,-1.065018,-0.8270870000000001,-0.7845,-0.973892,-1.057709,-0.9224549999999999,-1.046051,-0.910751,-0.8725430000000001,-0.9777680000000001,-1.040405,-0.937683,-0.969482,-0.947083",50
238,"0.071121,0.060349,0.160858,0.13078299999999998,0.073883,0.173447,0.126328,0.061676,-0.040833,-0.085815,-0.127655,-0.141861,-0.175858,-0.18298299999999998,-0.117996,-0.06134,-0.091019,0.021835,0.136871,-0.00856,-0.014328,0.10435499999999999,0.019989,-0.039124,0.20318599999999998,0.0052640000000000004,-0.052428999999999996,0.132614,0.022247,-0.011353,0.003616,0.044052,-0.01329,0.019745,0.014113999999999998,-0.0061649999999999995,0.009811,0.055954,-0.008484,-0.051529","-0.22459400000000002,-0.22926300000000002,-0.145767,-0.132339,-0.148331,-0.057754999999999994,0.016128999999999998,-0.004929,0.052933,0.000198,-0.024673,-0.010742,0.015244,0.035187,0.099365,0.079071,0.100357,0.11970499999999999,0.06456,0.048691000000000005,0.074814,0.0008849999999999999,-0.099869,-0.016861,-0.10759,-0.024658000000000003,-0.044937,0.059921,0.0067599999999999995,-0.013869999999999999,0.09845,-0.041443,0.016891,0.041260000000000005,0.0027010000000000003,-0.026154000000000004,-0.006378,-0.032059,-0.008713,0.017471","-0.8438110000000001,-0.909866,-0.972916,-1.095306,-1.049088,-1.1473389999999999,-0.949066,-0.86113,-0.944092,-1.064697,-1.081879,-1.039993,-1.0326540000000002,-0.818268,-0.9304959999999999,-1.0648959999999998,-1.095322,-1.018448,-1.022446,-1.008286,-0.9329379999999999,-0.859772,-1.064392,-0.9298860000000001,-1.065018,-1.001175,-0.966202,-1.022263,-0.997223,-0.975784,-1.009308,-1.023911,-0.9813540000000001,-0.954269,-0.9680629999999999,-1.0675350000000001,-1.126266,-1.019836,-1.021149,-0.990311",50
239,"0.030532999999999998,0.014236000000000002,0.013916,0.063919,0.061569000000000006,0.06599400000000001,0.0681,0.109604,0.199097,0.290344,0.371948,0.448425,0.376801,0.37851,0.322418,0.290405,0.30862399999999995,0.292679,0.280106,0.246887,0.248627,0.30714400000000003,0.262436,0.250931,0.250916,0.268219,0.260376,0.302979,0.308456,0.24746700000000002,0.198669,0.25154099999999996,0.224106,0.20629899999999998,0.202362,0.214569,0.264999,0.232147,0.277023,0.21633899999999998","0.026291000000000002,-0.003357,0.0061189999999999994,0.006363000000000001,-0.0392,-0.07852200000000001,-0.097824,-0.157394,-0.189682,-0.202576,-0.24714699999999998,-0.362747,-0.265015,-0.259552,-0.22338899999999998,-0.24559,-0.240829,-0.19261199999999998,-0.20931999999999998,-0.218948,-0.19233699999999998,-0.20553600000000002,-0.187424,-0.15850799999999998,-0.14088399999999998,-0.13389600000000002,-0.197525,-0.183273,-0.19194,-0.18187,-0.226852,-0.270554,-0.19812000000000002,-0.231506,-0.214569,-0.18663,-0.21696500000000002,-0.177948,-0.07225,-0.086243","-0.985107,-1.0205229999999998,-0.9979399999999999,-0.99292,-1.003174,-1.017166,-1.06369,-1.016953,-0.940155,-0.882858,-0.845673,-0.809204,-0.905273,-0.906876,-0.907806,-0.8936,-0.902802,-0.944717,-0.9352870000000001,-0.909882,-0.8778229999999999,-0.9679719999999999,-1.003342,-0.917099,-0.865295,-0.904388,-0.947678,-0.99469,-0.982025,-0.9670559999999999,-0.8531489999999999,-0.91658,-1.024857,-1.010544,-0.910782,-0.834457,-0.975433,-1.087143,-0.984238,-0.805298",60
240,"0.22345,0.23586999999999997,0.235382,0.24865700000000002,0.295593,0.21101399999999998,0.222946,0.244934,0.25355500000000003,0.230606,0.212387,0.150299,0.175827,0.110016,0.057678,0.197906,0.19056700000000001,0.186157,0.19354200000000002,0.21785,0.17208900000000002,0.198624,0.21952800000000003,0.170517,0.16076700000000002,0.173233,0.259369,0.5164949999999999,0.49336199999999997,0.324173,0.273987,0.094925,0.0052640000000000004,0.157974,0.328903,-0.185745,-0.299194,-0.122421,-0.11013800000000001,-0.259094","-0.083481,-0.062515,-0.143188,-0.151886,-0.099564,-0.095291,-0.151947,-0.094986,-0.051330999999999995,-0.103378,-0.035126,0.041763,-0.049957,-0.075165,-0.131943,-0.093552,-0.10382100000000001,-0.11671400000000001,-0.06488,-0.14593499999999998,-0.110306,-0.087311,-0.121902,-0.087112,-0.125748,-0.105209,-0.148727,-0.089783,0.09963999999999999,0.081528,-0.225082,-0.12693800000000002,0.126526,0.089279,-0.14820899999999998,0.003906,0.17208900000000002,0.203537,0.134918,0.323181","-0.8376459999999999,-0.939743,-1.017151,-0.996368,-1.023148,-0.8820950000000001,-0.956543,-0.971725,-1.021347,-0.958359,-0.935791,-0.8827209999999999,-0.9439700000000001,-1.001755,-0.982132,-1.024872,-0.960419,-0.952652,-1.000153,-1.008392,-0.9681549999999999,-0.96019,-0.969009,-0.988037,-0.949951,-1.0126950000000001,-1.0614780000000001,-1.3018040000000002,-1.296234,-0.946716,-0.681244,-0.593353,-0.49688699999999997,-0.950607,-1.559967,-1.131912,-0.981232,-0.822556,-0.8391270000000001,-0.9364319999999999",60
241,"-0.173523,-0.462463,-0.11993399999999999,-0.237625,-0.46666,-0.346558,-0.322845,-0.33105500000000004,-0.175354,-0.010329999999999999,0.087997,-0.157898,-0.062851,-0.106674,-0.08065800000000001,-0.028076,0.007645,-0.047913,-0.0063479999999999995,-0.013062,-0.089417,-0.038589,0.293716,0.5825199999999999,0.304581,-0.111633,-0.23757899999999998,-0.373581,-0.330872,-0.320038,-0.505447,-0.716187,-0.645355,-0.576859,-0.316071,-0.268173,-0.083725,-0.11628699999999999,-0.234558,-0.090088","0.310699,0.335968,0.21600300000000003,0.224396,0.355377,0.039856,0.139374,0.270828,0.21727,-0.144821,-0.050293,0.16745,0.131149,-0.180344,-0.103378,-0.169724,-0.146317,-0.163254,-0.194443,-0.113449,-0.047607,-0.131088,-0.389587,-0.767288,-0.08139,-0.197113,-0.342896,-0.538986,-0.653107,-0.604492,-0.614731,-0.494965,-0.041351,0.112167,0.220032,0.24037199999999997,0.318756,0.048721,0.143234,0.164673","-1.067612,-0.908768,-0.8904110000000001,-1.010086,-0.8745569999999999,-0.775406,-0.983215,-0.909012,-0.825851,-1.273254,-0.937408,-0.916458,-1.107025,-0.9151309999999999,-1.061447,-0.9375,-1.0264280000000001,-0.908798,-0.964066,-0.996964,-0.9976649999999999,-0.9608459999999999,-1.0162200000000001,-1.225113,-1.321976,-0.672653,-0.6566930000000001,-0.532822,-0.552078,-0.575546,-0.49356099999999997,-0.323288,-0.330719,-0.9069370000000001,-0.888367,-1.3909,-1.31221,-0.8741459999999999,-1.0005190000000002,-0.999115",60
242,"-0.058151,-0.038100999999999996,-0.022827,0.068329,0.18751500000000002,0.225555,0.254349,0.10736099999999998,0.073349,0.068573,0.072464,0.055923,0.057616999999999995,0.07115199999999999,0.105225,0.027038999999999997,0.028488,0.027114999999999997,0.044556,0.060242,0.045441,0.033339999999999995,-0.00119,0.065811,0.014511000000000001,0.016525,0.006821,0.045425,0.054459,0.046265,0.031372000000000004,0.074539,0.11213699999999999,0.155609,0.193405,0.279129,0.366043,0.212997,0.17314100000000002,0.18605","0.168701,0.201035,0.286926,0.297394,0.303833,0.273727,0.29441799999999996,0.292908,0.33366399999999996,0.308502,0.28331,0.290665,0.32811,0.35466,0.30954,0.311691,0.307922,0.34053,0.353928,0.350952,0.356476,0.349854,0.355576,0.29483000000000004,0.342819,0.36701999999999996,0.359604,0.360504,0.34815999999999997,0.335281,0.362473,0.31510900000000003,0.398544,0.312592,0.29139699999999996,0.329865,0.274445,0.309998,0.355331,0.382523","-0.947998,-1.0132450000000002,-0.9248049999999999,-0.9793700000000001,-0.928909,-0.9118649999999999,-0.932373,-0.9123690000000001,-0.9763950000000001,-0.956757,-0.947525,-0.935837,-0.925781,-0.9373469999999999,-0.9320219999999999,-0.9558409999999999,-0.938782,-0.9099879999999999,-0.907394,-0.9089809999999999,-0.911774,-0.933502,-0.93158,-0.934845,-0.908127,-0.928085,-0.937027,-0.922989,-0.931931,-0.9229430000000001,-0.9049530000000001,-0.936386,-0.902115,-0.91095,-0.9309999999999999,-0.8926540000000001,-0.916641,-0.9123690000000001,-0.8493350000000001,-0.884964",60
243,"0.15783699999999998,0.19911199999999998,0.18470799999999998,0.17707799999999999,0.19728099999999998,0.221588,0.206039,0.214279,0.191544,0.16966199999999998,0.212646,0.289215,0.234573,0.31338499999999997,0.305313,0.257477,0.217453,0.21420300000000003,0.158081,0.125748,0.106369,0.062134,-0.102921,-0.11550899999999999,-0.029952999999999997,-0.032471,-0.024796000000000002,0.059158,0.127625,0.141861,-0.07110599999999999,-0.153305,-0.0383,-0.117249,-0.084579,-0.199402,7.6e-05,0.22757,0.06813,-0.039719","0.346878,0.349472,0.369492,0.292572,0.265152,0.31308,0.322342,0.285675,0.274521,0.325439,0.384171,0.322067,0.46185299999999996,0.374603,0.353012,0.32362399999999997,0.278107,0.296097,0.32132,0.331451,0.325455,0.377838,0.448563,0.45993,0.34165999999999996,0.30302399999999996,0.371796,0.301697,0.229172,0.248306,0.312637,0.209808,0.38363600000000003,0.23454299999999997,0.295837,0.366562,0.394165,0.172653,0.246155,0.33360300000000004","-0.8998870000000001,-0.8722989999999999,-0.893616,-0.881943,-0.89917,-0.899933,-0.972794,-0.971542,-0.936951,-0.9462889999999999,-0.9123690000000001,-1.074829,-1.047195,-1.120087,-1.067368,-0.930313,-0.860092,-0.8863530000000001,-0.930725,-0.9314879999999999,-0.895782,-1.125885,-0.9567110000000001,-0.8791959999999999,-0.749268,-0.8512879999999999,-0.991577,-1.083588,-1.03862,-1.1242370000000002,-1.0230709999999998,-0.5390010000000001,-0.6993560000000001,-0.752853,-0.917191,-0.866577,-0.909576,-0.9792629999999999,-1.0370030000000001,-0.9734799999999999",50
244,"0.05159,-0.080551,-0.114746,-0.14711,-0.167709,-0.31399499999999997,-0.28787199999999996,-0.259125,-0.34967,-0.286621,-0.291031,-0.416504,-0.497345,-0.39868200000000004,-0.268478,-0.250168,-0.11772200000000001,-0.051208000000000004,0.035873,0.15631099999999998,0.403473,0.379868,0.356354,0.249863,0.145554,0.10476700000000001,0.16429100000000002,0.165604,0.22581500000000002,0.27864099999999997,0.122955,0.11956800000000001,0.109024,0.10112,0.181152,0.331085,0.353806,0.507111,0.403015,0.353928","0.286713,0.320633,0.25947600000000004,0.208786,0.26556399999999997,0.365829,0.399002,0.387131,0.293121,0.296951,0.34434499999999996,0.42248500000000005,0.49699399999999994,0.433884,0.298935,0.23294099999999998,0.219513,0.202759,0.153549,0.060851999999999996,-0.004318,0.001343,-0.045273,0.040253,0.087234,0.046143,0.011063,0.045913999999999996,0.010101,-0.092026,0.038482999999999996,-0.007659999999999999,0.069351,0.054977,0.02037,-0.001144,-0.028122,-0.07372999999999999,-0.030823000000000003,-0.045989999999999996","-0.95224,-0.93721,-0.990158,-1.082062,-1.093964,-0.996719,-0.9241940000000001,-0.9466399999999999,-0.932358,-0.821045,-0.85762,-0.851181,-0.8962100000000001,-0.8221280000000001,-0.896591,-0.979767,-0.9953770000000001,-1.0350190000000001,-0.942261,-0.9100950000000001,-0.865784,-0.9301149999999999,-0.9909209999999999,-1.059448,-1.055496,-0.977692,-0.936981,-0.93837,-1.014526,-1.036575,-0.910492,-0.8708950000000001,-0.860901,-0.887344,-0.888962,-0.9461360000000001,-0.88385,-0.9277340000000001,-0.9209139999999999,-0.996964",50
245,"0.259689,0.247177,0.234512,0.20544400000000002,0.282166,0.308685,0.373245,0.34170500000000004,0.41403199999999996,0.265442,0.277435,0.25088499999999997,0.212173,0.160904,0.220581,0.145081,0.15504500000000002,0.09301799999999999,0.052811000000000004,0.10994000000000001,0.110229,0.142319,0.087463,0.12498499999999998,0.193375,0.192734,0.183685,0.23745700000000003,0.181274,0.164734,0.14135699999999998,0.113434,0.145905,0.155365,0.153961,0.165421,0.19155899999999998,0.14573699999999998,0.164459,0.160614","-0.029312,0.022903,0.040770999999999995,0.021698,-0.053848,0.035583,-0.074265,-0.110107,-0.118408,0.020416,-0.02417,-0.013733,-0.020874,0.09346,-0.026871,0.09454299999999999,0.038391,0.040222,0.094391,0.057830999999999994,0.030945,0.135437,0.083298,0.092133,0.069901,0.061676,0.040848,-0.03392,0.043747,0.036011,0.078827,0.07147200000000001,0.08125299999999999,0.09425399999999999,0.056777999999999995,0.096725,0.11091600000000001,0.062088,0.083389,0.017975","-0.919067,-0.9812770000000001,-0.9894709999999999,-1.019379,-0.894531,-0.871323,-0.987,-0.9692540000000001,-1.114456,-1.059784,-0.8909299999999999,-0.8571620000000001,-0.677765,-0.944992,-0.899323,-1.021515,-1.060287,-1.033295,-1.0002440000000001,-1.005966,-0.8697809999999999,-1.210754,-1.107376,-1.008881,-1.0255889999999999,-0.9572299999999999,-0.959274,-0.9365690000000001,-0.974686,-1.103638,-1.09465,-1.0163879999999998,-0.9143370000000001,-0.938019,-0.9341430000000001,-1.001266,-1.072357,-1.008591,-1.073273,-0.9707180000000001",50
246,"0.167603,0.16955599999999998,0.133621,0.19696,0.033645999999999995,0.25892600000000005,0.16461199999999998,0.222992,0.17305,0.163376,0.196716,0.109497,0.140213,0.141846,0.182266,0.133606,0.142105,0.155304,0.096313,0.176575,0.157578,0.146179,0.165375,0.18223599999999998,0.21749899999999997,0.228775,0.182083,0.15576199999999998,0.160126,0.08429,0.058151,0.111115,0.130325,0.14505,0.036896,0.028045999999999998,0.005325,-0.16131600000000001,-0.09524500000000001,-0.09399400000000001","-0.030501999999999998,-0.048569,-0.037094,0.060501,0.11322,-0.108521,0.271973,-0.019699,0.032333,-0.080536,-0.005737,-0.008728,0.07359299999999999,0.025939999999999998,-0.02684,-0.033127,0.011505,0.07713300000000001,-0.0031739999999999997,-0.023285,-0.07147200000000001,-0.051514,-0.064224,-0.048309,-0.055008,-0.099915,-0.009644,0.050644,9.2e-05,0.020966,0.048401,-0.001373,0.001602,-0.085464,-0.066376,-0.003464,0.026367,0.041260000000000005,0.020569,-0.005981","-0.864975,-0.9135280000000001,-0.961197,-1.196259,-0.813354,-1.3228,-1.303864,-0.969894,-1.097687,-0.9485469999999999,-1.10228,-0.677383,-0.753189,-0.769333,-0.9853209999999999,-1.014465,-1.024414,-1.104294,-0.9710540000000001,-1.0339200000000002,-0.930923,-0.89505,-0.985382,-1.04155,-1.15773,-1.048843,-0.8490139999999999,-0.891769,-0.9554600000000001,-0.8532709999999999,-0.840607,-0.9078370000000001,-0.896927,-1.028015,-1.040405,-0.98967,-1.084473,-0.942261,-1.027847,-1.036743",50
